الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
مبنى قطاع 2,27.1875416,31.1791414,أخرى,"مبنى قطاع 2 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2827,
المبني الإداري,27.1885061,31.172617,أخرى,"المبني الإداري is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2828,
جراجات الجامعة,27.1881853,31.1701664,أخرى,"جراجات الجامعة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2829,
شارع المواضى,26.9348456,31.4039406,أخرى,"شارع المواضى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2830,
دوار عائلة الشوامخ,26.9341852,31.4044695,أخرى,"دوار عائلة الشوامخ is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2831,
مركز شباب اولاد الياس,26.9379719,31.4025195,أخرى,"مركز شباب اولاد الياس is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2832,
دوار عائلة المداكير,26.9354259,31.4066753,أخرى,"دوار عائلة المداكير is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2833,
دوار عائلة البوابة,26.935632,31.4063851,أخرى,"دوار عائلة البوابة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2834,
فيلا العمدة محمد مصطفى,26.9378724,31.403302,أخرى,"فيلا العمدة محمد مصطفى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2835,
الشيخ عبداللاه,26.9355555,31.4066637,أخرى,"الشيخ عبداللاه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2836,
مبني ز,27.1866122,31.1764036,أخرى,"مبني ز is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2837,
جنينة العواصى,26.9352357,31.4103766,أخرى,"جنينة العواصى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2838,
فيلا حسن شاكر افندى,26.9340155,31.4036904,أخرى,"فيلا حسن شاكر افندى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2839,
شارع المقابر,26.9335706,31.4081983,أخرى,"شارع المقابر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2840,
شارع الجسر الشرقى,26.9384566,31.4050942,أخرى,"شارع الجسر الشرقى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2841,
الشيخ عبيد,26.9371984,31.4062488,أخرى,"الشيخ عبيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2842,
فندق الحسين,27.1807551,31.182473,إقامة,"فندق الحسين is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2843,
Rifaah Rafih El Tahtauwei Statue,27.1855813,31.1749497,ثقافي,"Rifaah Rafih El Tahtauwei Statue is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2844,
الحاج/ كمال احمد,27.1864385,31.1939812,أخرى,"الحاج/ كمال احمد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2845,
Al Badr,27.1806151,31.1888981,إقامة,"Al Badr is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2846,
عزبة الهوارين,26.8895312,31.377976,أخرى,"عزبة الهوارين is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2847,
محمد محمود الدقش,26.9065986,31.4340513,أخرى,"محمد محمود الدقش is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2848,
فندق أبونا يسي,26.8145958,31.3555612,إقامة,"فندق أبونا يسي is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2849,
مطعم كمونة,27.1866023,31.1939598,أخرى,"مطعم كمونة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2850,
مركز تدريب قوة من الاعالي,27.2191383,31.3362073,أخرى,"مركز تدريب قوة من الاعالي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2851,
شقة هالة,27.1682217,31.1887556,أخرى,"شقة هالة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2852,
كنيسة باقور الاخ مسعد,27.0946256,31.2944066,أخرى,"كنيسة باقور الاخ مسعد is a Christian church representing Egypt's rich Coptic heritage, which traces its roots to the earliest centuries of Christianity. Egypt's Coptic Christians maintain traditions dating back nearly 2,000 years.",2853,
نهصة قداسة باقور,27.0949652,31.2944753,أخرى,"نهصة قداسة باقور is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2854,
كرازة كيمان سعيد,26.9306345,31.4048148,أخرى,"كرازة كيمان سعيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2855,
ارسالية كندا,27.185645,31.1872522,أخرى,"ارسالية كندا is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2856,
نعمة رسولية الساحل,27.0617163,31.3482452,أخرى,"نعمة رسولية الساحل is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2857,
نهضة قداسة اسيوط,27.1841576,31.1823773,أخرى,"نهضة قداسة اسيوط is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2858,
نهضة قداسة ابو تيج,27.0427181,31.3191873,أخرى,"نهضة قداسة ابو تيج is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2859,
رسولية النخيلة,27.0182808,31.3432623,أخرى,"رسولية النخيلة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2860,
مثال ابو حجر,26.9200761,31.367976,أخرى,"مثال ابو حجر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2861,
رسولية البداري,26.9948543,31.4132863,أخرى,"رسولية البداري is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2862,
كرازة صدفا,26.9665414,31.3765659,أخرى,"كرازة صدفا is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2863,
Agyad,27.1796725,31.1853202,إقامة,"Agyad is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2864,
Zahra Makah,27.1795939,31.1853778,إقامة,"Zahra Makah is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2865,
Amoun,27.1808487,31.1872214,إقامة,"Amoun is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2866,
انجيلية ابوتيج,27.0454657,31.3161634,أخرى,"انجيلية ابوتيج is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2867,
Qusair al-Qadim,26.1544189,34.2438727,تاريخي,Qusair al-Qadim is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2868,
Fanadir Hotel,26.092058,34.2885027,إقامة,"Fanadir Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2869,
Mövenpick El Qusair,26.1545384,34.2468093,إقامة,"Mövenpick El Qusair is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2870,
Flamenco Beach El Qusair,26.1653366,34.2416677,إقامة,"Flamenco Beach El Qusair is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2871,
Soug Bahar,25.9823079,34.3473762,أخرى,"Soug Bahar is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2872,
Seyala,26.1248583,33.9305949,تاريخي,Seyala is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2873,
Hotel El Qoseir,26.1053647,34.2861396,إقامة,"Hotel El Qoseir is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2874,
Flamenco Hausriff,26.1653439,34.2456192,أخرى,"Flamenco Hausriff is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2875,
Dolphin,26.1512472,34.2472384,إقامة,"Dolphin is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2876,
El Kahf,26.0225132,34.3247923,أخرى,"El Kahf is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2877,
Abu Sawatir,26.2060079,34.2203693,أخرى,"Abu Sawatir is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2878,
راضي,31.3572795,27.2461753,إقامة,"راضي is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2879,
ميامي,31.3567898,27.2421345,إقامة,"ميامي is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2880,
بيل أير,31.3551797,27.2390161,إقامة,"بيل أير is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2881,
متحف كهف رومل,31.36562,27.2484349,ثقافي,"متحف كهف رومل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2882,
صقور,31.3528903,27.2406341,إقامة,"صقور is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2883,
المشير أحمد بدوي,31.3580736,27.2214496,إقامة,"المشير أحمد بدوي is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2884,
القصر,31.3578805,27.2208331,إقامة,"القصر is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2885,
Heliopolis Sports Club Summer Resort,31.3712543,27.181399,إقامة,"Heliopolis Sports Club Summer Resort is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2886,
مرسى مطروح,31.3562414,27.2396987,خدمات,مرسى مطروح is a service facility in Egypt that supports visitors and residents in the area.,2887,
Beau Site,31.3621912,27.2212305,إقامة,"Beau Site is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2888,
Cleopatra Beach,31.3738114,27.1906029,أخرى,"Cleopatra Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2889,
al firoz,31.3554219,27.2332537,إقامة,"al firoz is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2890,
محجر,31.4179709,26.873812,أخرى,"محجر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2891,
El Lido Hotel,31.3549162,27.2403129,إقامة,"El Lido Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2892,
زهرة المدائن,31.3473771,27.2918574,أخرى,"زهرة المدائن is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2893,
شارع اسكندرية. مرسي مطروح,31.3551678,27.240173,أخرى,"شارع اسكندرية. مرسي مطروح is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2894,
شاطئ الغرام,31.3683209,27.2216747,أخرى,"شاطئ الغرام is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2895,
جاردن عجيبه,31.4068229,27.0243177,أخرى,"جاردن عجيبه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2896,
شاطئ العوام,31.3576228,27.2304261,أخرى,"شاطئ العوام is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2897,
حديقة كليوباترا,31.3534813,27.2289972,أخرى,"حديقة كليوباترا is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2898,
فندق دوما,31.3542188,27.2342555,إقامة,"فندق دوما is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2899,
Reem hotel,31.3568105,27.2331039,إقامة,"Reem hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2900,
Delmar,31.3569312,27.2320582,إقامة,"Delmar is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2901,
Reem plaza,31.3568823,27.2327084,إقامة,"Reem plaza is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2902,
الدربالي شاليهات لونج ايلاند,31.3643147,27.2667877,أخرى,"الدربالي شاليهات لونج ايلاند is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2903,
Ain Birbiya,25.5226204,29.3194979,تاريخي,Ain Birbiya is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2904,
Tomb of Kitanes,25.5537002,29.299891,ثقافي,Tomb of Kitanes is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2905,
Abu Echera,23.8147933,35.7858758,أخرى,"Abu Echera is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2906,
Sirnaka Island,23.8292123,35.808667,أخرى,"Sirnaka Island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2907,
New Marshal Hotel,30.8805943,31.4554526,إقامة,"New Marshal Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2908,
Egypt Air,31.0429901,31.3950671,أخرى,"Egypt Air is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2909,
حوازه خاصه🏠,31.1149381,31.5696885,ثقافي,"حوازه خاصه🏠 is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2910,
عزبة بذلة (M.Ali.Tolba),31.1427505,31.8187715,أخرى,"عزبة بذلة (M.Ali.Tolba) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2911,
Mendes,30.9562518,31.5170889,تاريخي,Mendes is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2912,
منزل السيد علي حجازى٠١١٤٠٣٠٢٩٧٩,31.0271348,31.6484919,أخرى,"منزل السيد علي حجازى٠١١٤٠٣٠٢٩٧٩ is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2913,
تمثال أم كلثوم,30.8908667,31.45609,أخرى,"تمثال أم كلثوم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2914,
ميت طريف,31.0635817,31.658387,أخرى,"ميت طريف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2915,
العرين,30.7637926,31.7476172,خدمات,العرين is a service facility in Egypt that supports visitors and residents in the area.,2916,
العرين,30.7637159,31.7476003,أخرى,"العرين is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2917,
مسجد الجزيرة بقريه ابوحموده,30.8253881,31.6831844,أخرى,مسجد الجزيرة بقريه ابوحموده is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2918,
مسجد قريه ابوحموده الكبير,30.8259688,31.6875075,أخرى,مسجد قريه ابوحموده الكبير is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2919,
منزل استاذه نشوي صالح,31.0450459,31.4127712,أخرى,"منزل استاذه نشوي صالح is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2920,
صلاح يوسف شريف,30.7779255,31.5059147,أخرى,"صلاح يوسف شريف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2921,
عزبة مرتضى,30.7913994,31.7585817,أخرى,"عزبة مرتضى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2922,
Pi-Ramesses,30.7998239,31.8350476,تاريخي,Pi-Ramesses is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2923,
Hermopolis Parva,30.9581008,31.4194301,تاريخي,Hermopolis Parva is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2924,
Avaris/Ramesses,30.7860137,31.822848,تاريخي,Avaris/Ramesses is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2925,
منزل,30.8849131,31.4635596,إقامة,"منزل is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2926,
قرية حسانين الطنطاوي,31.0433163,31.6468202,أخرى,"قرية حسانين الطنطاوي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2927,
مدينة ديرب نجم,30.7389646,31.485079,أخرى,"مدينة ديرب نجم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2928,
مدينة ديرب نجم,30.7479611,31.459602,أخرى,"مدينة ديرب نجم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2929,
مقابر صافور,30.787508,31.4107264,تاريخي,مقابر صافور is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2930,
Hamada,24.4383333,35.2131166,أخرى,"Hamada is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2931,
Wadi Khashir,24.1842341,35.2347791,تاريخي,Wadi Khashir is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2932,
Abu Ghalqa,24.3493385,35.0715546,تاريخي,Abu Ghalqa is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2933,
Umm Kābū,24.5705208,34.8800101,خدمات,Umm Kābū is a service facility in Egypt that supports visitors and residents in the area.,2934,
Sartut,24.2798624,35.000938,خدمات,Sartut is a service facility in Egypt that supports visitors and residents in the area.,2935,
مريتا,30.2957132,31.7425204,إقامة,"مريتا is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2936,
Zag arrive point,30.583336,31.5017863,أخرى,"Zag arrive point is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2937,
Zag home,30.5842231,31.4949352,أخرى,"Zag home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2938,
Poke Stop,30.5912956,31.5068132,أخرى,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2939,
منزل الاستاذ أحمد يوسف,30.5501388,31.782504,أخرى,"منزل الاستاذ أحمد يوسف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2940,
ميدان الجزيرة,30.5567553,31.7831615,أخرى,"ميدان الجزيرة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2941,
ميدان التحريات,30.55904,31.7833283,أخرى,"ميدان التحريات is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2942,
Poke Stop,30.5899831,31.5066019,أخرى,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2943,
Poke Stop,30.5904816,31.507262,أخرى,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2944,
قاعة افراح ومناسبات ونادي رياضي,30.5408063,31.6782009,أخرى,"قاعة افراح ومناسبات ونادي رياضي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2945,
دار ضيافة عرب الفدان,30.5544381,31.6777295,أخرى,"دار ضيافة عرب الفدان is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2946,
مكان الامتحانات,30.5850312,31.5248619,إقامة,"مكان الامتحانات is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2947,
قريه منشأه شفيق,30.5155498,31.4229123,خدمات,قريه منشأه شفيق is a service facility in Egypt that supports visitors and residents in the area.,2948,
كفر عبد الله عزيزة,30.4743041,31.4346376,أخرى,"كفر عبد الله عزيزة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2949,
ش م ش,30.5819287,31.4890099,أخرى,"ش م ش is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2950,
شق مف,30.5815177,31.4889493,أخرى,"شق مف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2951,
المنزل,30.5359907,31.4703162,إقامة,"المنزل is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2952,
السوهاجى لقطع غيار السيارات /جيلى إيمجراند/اسبرانزا/بى واى دى/بريليانس.,30.2861573,31.7172615,أخرى,"السوهاجى لقطع غيار السيارات /جيلى إيمجراند/اسبرانزا/بى واى دى/بريليانس. is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2953,
ساحة ابو خليل,30.5832681,31.507054,أخرى,"ساحة ابو خليل is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2954,
الأندلسية للصناعات الغذائية,30.2856949,31.7921647,ثقافي,"الأندلسية للصناعات الغذائية is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2955,
كفر عياد البلد,30.4755593,31.6519131,أخرى,"كفر عياد البلد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2956,
منزل حسن عليوه,30.4260903,31.5623448,أخرى,"منزل حسن عليوه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2957,
مهاب,30.3136745,31.7652605,أخرى,"مهاب is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2958,
Per-Sopdu,30.5534768,31.607844,تاريخي,Per-Sopdu is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2959,
الظاهرية,30.5634491,31.7599071,أخرى,"الظاهرية is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2960,
فيلا الحلفاوى,30.3345939,31.6807532,أخرى,"فيلا الحلفاوى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2961,
ميدان لولوة,30.3324623,31.6819766,أخرى,"ميدان لولوة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2962,
فيلا الحلفاوى,30.3347584,31.6799424,أخرى,"فيلا الحلفاوى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2963,
فيلا الحلفاوى,30.3345517,31.6807884,أخرى,"فيلا الحلفاوى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2964,
شارع عباد الرحمن الحى 28 مجاورة 5,30.3337008,31.6820529,أخرى,"شارع عباد الرحمن الحى 28 مجاورة 5 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2965,
شارع الحاج عامر سلامه,30.6396017,31.4904053,أخرى,"شارع الحاج عامر سلامه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2966,
مقر عموديه كفر النمر وميت زافر,30.6396836,31.4902433,أخرى,"مقر عموديه كفر النمر وميت زافر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2967,
كمباوند دار مصر,30.3362588,31.7263379,أخرى,"كمباوند دار مصر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2968,
ڤيلا م / محمود شريف,30.3445516,31.6732442,أخرى,"ڤيلا م / محمود شريف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2969,
الحي ١٧ مج ٢ قط ٢٣ طارق عبد الحميد,30.3680952,31.7290217,أخرى,"الحي ١٧ مج ٢ قط ٢٣ طارق عبد الحميد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2970,
بغدادى أباظه,30.5151678,31.596028,أخرى,"بغدادى أباظه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2971,
Diamond,30.3146425,31.7417687,إقامة,"Diamond is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2972,
صينية ميزو mizu,30.2913373,31.7456276,أخرى,"صينية ميزو mizu is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2973,
القصبة,31.1475,27.468889,أخرى,"القصبة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2974,
قرية جزر ميامي,31.2661029,27.371893,إقامة,"قرية جزر ميامي is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2975,
مسجد,31.5998365,25.9289266,أخرى,مسجد is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2976,
نجع القطعان بوالغليظة,31.4977202,26.2335331,أخرى,"نجع القطعان بوالغليظة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2977,
EDEN CAMP,27.6291015,30.3146595,إقامة,"EDEN CAMP is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2978,
النصب التذكارى للأمير كمال الدين حسين Monument to Prince Kamal el Din,22.6957117,25.872389,أخرى,"النصب التذكارى للأمير كمال الدين حسين Monument to Prince Kamal el Din is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2979,
منجم سرمتاي,21.9988107,36.375974,أخرى,"منجم سرمتاي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2980,
תצפית לבקעת קדש ברנע,30.521286,34.5313644,أخرى,"תצפית לבקעת קדש ברנע is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2981,
"אנדרטת סמ""ר ירון מאיה ז""ל",30.4383256,34.5614143,أخرى,"אנדרטת סמ""ר ירון מאיה ז""ל is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2982,
كمين المثلث ١٣ احتياطى لصان,30.4012006,34.4410404,إقامة,"كمين المثلث ١٣ احتياطى لصان is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2983,
كمين ١٤ عماره الصواصين احتياطى,30.5290164,34.4578669,إقامة,"كمين ١٤ عماره الصواصين احتياطى is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2984,
الطريق الى وادى لصان,30.4023961,34.4420595,إقامة,"الطريق الى وادى لصان is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2985,
جبل عريف الناقه,30.3999495,34.4419604,إقامة,"جبل عريف الناقه is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2986,
الطريق الى بير المائين,30.4014495,34.4426691,إقامة,"الطريق الى بير المائين is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2987,
مدخل عين قديس,30.5905434,34.5093093,إقامة,"مدخل عين قديس is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2988,
وادى ام هشيمه,30.6191492,34.4801694,إقامة,"وادى ام هشيمه is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2989,
قريه بئر معين,30.3678857,34.5582742,إقامة,"قريه بئر معين is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2990,
مدخل العلامه الدوليه٤٨,30.5817413,34.4628958,إقامة,"مدخل العلامه الدوليه٤٨ is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2991,
مدخل بير معين,30.3903142,34.5344298,إقامة,"مدخل بير معين is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2992,
